PUBMILLIS,FECHA
-74.06316,4.671708
-74.063367,4.670232
-74.064924,4.679952
-74.077165,4.685403
-74.081943,4.681542
-74.074692,4.687255
-74.069337,4.689563
-74.058533,4.687311
-74.056946,4.686557
-74.052807,4.685837
-74.056264,4.690624
-74.056674,4.687872
-74.050919,4.685794
-74.069236,4.697836
-74.042999,4.701566
-74.043086,4.699891
-74.038803,4.698647
-74.046093,4.697933
-74.070904,4.705966
-74.071204,4.707271
-74.071359,4.70795
-74.070521,4.702529
-74.051269,4.70635
-74.049261,4.718327
-74.048896,4.738725
-74.048781,4.737739
-74.035447,4.718911
-74.035518,4.718045
-74.131356,4.678772
-74.12319,4.698987
-74.108545,4.690784
-74.103482,4.693988
-74.105296,4.705189
-74.084091,4.667931
-74.064154,4.661765
-74.062017,4.667955
-74.088094,4.618423
-74.088387,4.618634
-74.079498,4.637257
-74.078639,4.647797
-74.117272,4.66009
-74.050974,4.660728
-74.07311,4.667741
-74.07276,4.668823
-74.053214,4.65825
-74.08223,4.698734
-74.057547,4.684171
-74.084961,4.696562
-74.083886,4.69688
-74.051512,4.682867
-74.057962,4.680355
-74.081542,4.700119
-74.051699,4.682763
-74.030203,4.698268
-74.031635,4.696684
-74.032062,4.695976
-74.034152,4.690648
-74.035033,4.692948
-74.053997,4.705415
-74.054327,4.703445
-74.054031,4.70521
-74.066819,4.734175
-74.032546,4.71221
-74.026929,4.72024
-74.05519,4.677444
-74.055411,4.678579
-74.080261,4.68284
-74.084498,4.690993
-74.080026,4.690612
-74.086807,4.687647
-74.088043,4.694983
-74.086523,4.69607
-74.074105,4.698927
-74.072241,4.69941
-74.058005,4.687175
-74.055821,4.692996
-74.054821,4.69628
-74.050141,4.697041
-74.047833,4.686675
-74.052215,4.722054
-74.049047,4.738313
-74.092344,4.753797
-74.104125,4.750885
-74.04924,4.752363
-74.042592,4.770702
-74.105467,4.599792
-74.102827,4.601806
-74.064194,4.63169
-74.066372,4.623617
-74.079631,4.632273
-74.087455,4.619701
-74.109441,4.589718
-74.177702,4.623193
-74.169688,4.626986
-74.118725,4.618964
-74.117038,4.632087
-74.117151,4.63859
-74.116203,4.647046
-74.117923,4.659505
-74.0311,4.79488
-74.143618,4.595596
-74.145404,4.595324
-74.157131,4.596418
-74.138262,4.65616
-74.125489,4.621034
-74.133818,4.630368
-74.108987,4.627846
-74.12404,4.64444
-74.027612,4.765019
-74.121477,4.655409
-74.095698,4.639175
-74.088714,4.612833
-74.068997,4.603292
-74.067644,4.603765
-74.067123,4.604754
-74.067743,4.649527
-74.156598,4.696401
-74.140069,4.697013
-74.124242,4.673514
-74.108553,4.662297
-74.117493,4.687515
-74.11911,4.594675
-74.136562,4.615517
-74.153661,4.57426
-74.078621,4.648038
-74.118702,4.65845
-74.107814,4.660706
-74.049124,4.662511
-74.076605,4.662428
-74.082894,4.697259
-74.056535,4.69026
-74.057227,4.68604
-74.054097,4.704811
-74.149689,4.580025
-74.100945,4.58579
-74.130594,4.606732
-74.130732,4.60666
-74.156288,4.618461
-74.145289,4.618868
-74.148938,4.617898
-74.136524,4.617592
-74.12114,4.629032
-74.131416,4.630098
-74.105827,4.650654
-74.047345,4.665448
-74.060751,4.707728
-74.05915,4.707835
-74.08458,4.74515
-74.139548,4.619211
-74.136098,4.639517
-74.122703,4.628723
-74.135735,4.631822
-74.123863,4.643372
-74.124232,4.645446
-74.128127,4.65109
-74.1074,4.64861
-74.071148,4.600628
-74.074915,4.633899
-74.079845,4.634093
-74.079935,4.631763
-74.082345,4.625917
-74.073366,4.633612
-74.078967,4.647097
-74.084224,4.653898
-74.063395,4.639638
-74.062487,4.655656
-74.148396,4.66672
-74.115058,4.683379
-74.115707,4.682706
-74.114024,4.684449
-74.111796,4.68055
-74.107031,4.69379
-74.108035,4.691861
-74.107663,4.692568
-74.105832,4.695714
-74.095595,4.708889
-74.12314,4.702782
-74.122825,4.703566
-74.083602,4.674291
-74.061436,4.664939
-74.05787,4.658502
-74.050775,4.665227
-74.056683,4.667192
-74.065528,4.67626
-74.050076,4.669739
-74.087083,4.687974
-74.079677,4.684921
-74.081122,4.686754
-74.073821,4.688187
-74.078307,4.683191
-74.072051,4.696539
-74.059002,4.687463
-74.052309,4.683941
-74.052116,4.68502
-74.048217,4.698296
-74.059367,4.700557
-74.059576,4.699295
-74.047249,4.674068
-74.045817,4.697469
-74.047193,4.697914
-74.04183,4.68174
-74.044675,4.680225
-74.083248,4.711532
-74.071489,4.708608
-74.074689,4.72398
-74.059018,4.702622
-74.067955,4.710869
-74.049952,4.737996
-74.052951,4.753175
-74.033421,4.770149
-74.101591,4.602846
-74.142706,4.581045
-74.124359,4.651938
-74.127571,4.648604
-74.093457,4.637747
-74.063704,4.6356
-74.090825,4.615599
-74.082402,4.629329
-74.098896,4.681852
-74.092821,4.690342
-74.1115,4.666447
-74.075565,4.665497
-74.049756,4.661982
-74.05918,4.678949
-74.064205,4.675982
-74.056653,4.689548
-74.049013,4.684273
-74.084365,4.696738
-74.032818,4.701419
-74.028929,4.699257
-74.076082,4.715967
-74.077563,4.713394
-74.032798,4.702313
-74.032641,4.708197
-74.03244,4.717065
-74.113737,4.70142
-74.117526,4.71294
-74.120538,4.707232
-74.063003,4.662429
-74.062559,4.663169
-74.06361,4.661395
-74.054747,4.669017
-74.050808,4.665035
-74.071679,4.698761
-74.071724,4.698386
-74.071062,4.699358
-74.07734,4.699269
-74.076483,4.69287
-74.059402,4.68758
-74.062667,4.691078
-74.057422,4.683544
-74.059516,4.69965
-74.053821,4.699365
-74.107257,4.693337
-74.13043,4.701051
-74.106826,4.694185
-74.096067,4.708427
-74.100102,4.734174
-74.10435,4.743764
-74.090048,4.661679
-74.049568,4.664339
-74.050242,4.672973
-74.049841,4.685425
-74.068725,4.700729
-74.054726,4.699806
-74.047251,4.684655
-74.072339,4.710853
-74.073664,4.718042
-74.07359,4.717779
-74.073622,4.717925
-74.074602,4.724202
-74.046954,4.745999
-74.092611,4.75328
-74.092729,4.75305
-74.0783,4.757878
-74.161592,4.593502
-74.096372,4.642914
-74.119377,4.657673
-74.089245,4.617594
-74.079798,4.632824
-74.113932,4.66393
-74.0701,4.671905
-74.081546,4.7001
-74.081948,4.698476
-74.054824,4.699916
-74.04762,4.659944
-74.053983,4.705496
-74.08095,4.702973
-74.078422,4.712045
-74.072268,4.724553
-74.032628,4.708699
-74.024233,4.752153
-74.027465,4.763388
-74.027248,4.762605
-74.182291,4.633803
-74.136628,4.615777
-74.134087,4.630611
-74.118433,4.628845
-74.125593,4.647989
-74.125961,4.650206
-74.12994,4.653766
-74.073469,4.641681
-74.057523,4.656214
-74.110035,4.677944
-74.107524,4.672044
-74.119167,4.687991
-74.102398,4.693119
-74.120706,4.743949
-74.052623,4.666149
-74.055933,4.678857
-74.049794,4.705917
-74.057324,4.707513
-74.048762,4.718636
-74.062806,4.736644
-74.083074,4.743586
-74.046346,4.72969
-74.093241,4.755063
-74.109387,4.706965
-74.100356,4.736046
-74.106034,4.738317
-74.100737,4.736209
-74.048667,4.683088
-74.051792,4.698869
-74.090397,4.719301
-74.06098,4.708158
-74.061714,4.708295
-74.085683,4.737966
-74.090717,4.741943
-74.04759,4.705254
-74.096019,4.746184
-74.076892,4.758742
-74.03348,4.770167
-74.10068,4.560238
-74.128677,4.570754
-74.080977,4.627488
-74.073648,4.616783
-74.087605,4.633654
-74.107477,4.660178
-74.077514,4.658852
-74.076633,4.66233
-74.055452,4.697973
-74.085727,4.696535
-74.083348,4.697264
-74.055288,4.698944
-74.050018,4.752555
-74.139339,4.567332
-74.137206,4.634872
-74.103416,4.675682
-74.032604,4.694798
-74.080983,4.702433
-74.075862,4.716538
-74.032097,4.729358
-74.12587,4.575626
-74.136139,4.615023
-74.152323,4.617279
-74.169652,4.626932
-74.095125,4.620458
-74.129574,4.652639
-74.087956,4.593159
-74.075051,4.605
-74.064921,4.599259
-74.064146,4.603519
-74.062202,4.656834
-74.072913,4.645341
-74.070136,4.633008
-74.128865,4.715762
-74.124209,4.740369
-74.122488,4.742593
-74.100873,4.742555
-74.052542,4.6756
-74.071029,4.699715
-74.072172,4.699428
-74.089832,4.696005
-74.069142,4.697534
-74.069608,4.700257
-74.066521,4.701621
-74.047247,4.668405
-74.081425,4.712153
-74.074663,4.722373
-74.059974,4.738524
-74.031516,4.71249
-74.050639,4.653835
-74.088255,4.618782
-74.083859,4.624052
-74.086108,4.621322
-74.082773,4.625414
-74.089124,4.617744
-74.134517,4.692361
-74.055998,4.693432
-74.081459,4.700468
-74.045934,4.665212
-74.050544,4.726123
-74.030682,4.817328
-74.031313,4.795511
-74.178512,4.597927
-74.164524,4.614601
-74.153157,4.617138
-74.161914,4.615503
-74.176503,4.626166
-74.172514,4.615546
-74.166376,4.62151
-74.154337,4.642559
-74.125267,4.650994
-74.127937,4.650887
-74.071435,4.601782
-74.073288,4.598257
-74.074872,4.651523
-74.054454,4.654061
-74.105975,4.705447
-74.136073,4.703659
-74.078124,4.665022
-74.051628,4.667542
-74.090274,4.682591
-74.048314,4.737629
-74.078815,4.757469
-74.103227,4.601476
-74.10422,4.655168
-74.136806,4.637089
-74.073936,4.61719
-74.089231,4.617611
-74.079686,4.633932
-74.093839,4.57701
-74.105421,4.651312
-74.086686,4.646047
-74.121589,4.668122
-74.10818,4.706552
-74.047049,4.661579
-74.047379,4.744948
-74.10734,4.706092
-74.104242,4.600672
-74.138265,4.624877
-74.067457,4.729288
-74.08746,4.739541
-74.091618,4.743129
-74.096275,4.75485
-74.06875,4.729307
-74.03064,4.810397
-74.159367,4.616008
-74.108213,4.661771
-74.107275,4.706059
-74.065496,4.626851
-74.108857,4.662341
-74.056197,4.692277
-74.032869,4.694283
-74.16115,4.596108
-74.141207,4.611707
-74.144303,4.608164
-74.171776,4.614638
-74.172095,4.615031
-74.07221,4.633391
-74.074233,4.633775
-74.053509,4.652466
-74.149762,4.667224
-74.109658,4.665231
-74.119444,4.6878
-74.052414,4.666431
-74.082185,4.736781
-74.084626,4.73516
-74.125267,4.650881
-74.06536,4.627388
-74.064277,4.63109
-74.177564,4.597601
-74.122558,4.589766
-74.160758,4.620281
-74.130188,4.629948
-74.135078,4.630435
-74.101054,4.648813
-74.12823,4.6512
-74.100414,4.647843
-74.10126,4.648951
-74.120059,4.700962
-74.080516,4.628364
-74.112509,4.668053
-74.158634,4.615998
-74.153798,4.643043
-74.155775,4.565428
-74.136402,4.638478
-74.069485,4.595794
-74.052381,4.666475
