PUBMILLIS,FECHA
-74.098616,4.655879
-74.105918,4.649125
-74.104819,4.655051
-74.103927,4.655068
-74.063225,4.656115
-74.056449,4.689544
-74.068654,4.700787
-74.060792,4.694063
-74.050517,4.701984
-74.054717,4.70029
-74.069504,4.698704
-74.058986,4.700249
-74.083147,4.687877
-74.082251,4.688566
-74.080858,4.689853
-74.082073,4.687962
-74.081382,4.687086
-74.080975,4.687565
-74.078752,4.683756
-74.079933,4.685244
-74.078812,4.683976
-74.077265,4.685184
-74.078423,4.684295
-74.080394,4.69043
-74.070428,4.689587
-74.090026,4.694703
-74.091616,4.692192
-74.070504,4.697642
-74.064021,4.685468
-74.061982,4.680858
-74.053888,4.681906
-74.050358,4.685829
-74.043029,4.733293
-74.045755,4.726378
-74.044751,4.731625
-74.045573,4.728728
-74.043375,4.738784
-74.044841,4.736715
-74.047726,4.737489
-74.047212,4.744493
-74.024506,4.737296
-74.058323,4.753832
-74.07901,4.640355
-74.134808,4.658185
-74.103473,4.653744
-74.102002,4.655223
-74.067049,4.604896
-74.071932,4.616856
-74.089001,4.625464
-74.085649,4.655296
-74.068882,4.643276
-74.063511,4.653781
-74.062636,4.655348
-74.060996,4.657264
-74.107041,4.670902
-74.063497,4.650889
-74.06079,4.652329
-74.063574,4.653647
-74.059104,4.652805
-74.058741,4.649033
-74.057858,4.65362
-74.057744,4.653556
-74.13772,4.676426
-74.13015,4.665753
-74.118082,4.658785
-74.115337,4.661931
-74.118184,4.664289
-74.12611,4.671053
-74.115878,4.673664
-74.118503,4.679955
-74.117102,4.675629
-74.105124,4.666882
-74.113421,4.67623
-74.112304,4.679827
-74.113201,4.677447
-74.115913,4.685472
-74.080773,4.682531
-74.080409,4.682722
-74.059596,4.683858
-74.056546,4.684778
-74.058179,4.683209
-74.057952,4.687165
-74.053674,4.686324
-74.067651,4.695482
-74.050446,4.69532
-74.062636,4.69416
-74.069495,4.698676
-74.045607,4.67842
-74.086809,4.64526
-74.084922,4.654404
-74.085335,4.654873
-74.085829,4.655539
-74.085214,4.654716
-74.086818,4.656964
-74.05799,4.65369
-74.057244,4.653234
-74.063071,4.653792
-74.064057,4.655385
-74.049766,4.657819
-74.063667,4.65345
-74.13925,4.663501
-74.12056,4.671223
-74.121353,4.670527
-74.108348,4.68011
-74.105636,4.670038
-74.107327,4.565488
-74.179268,4.603167
-74.056922,4.650109
-74.050302,4.655423
-74.054284,4.653138
-74.054816,4.652932
-74.058329,4.656778
-74.139267,4.694827
-74.161832,4.692119
-74.13754,4.693762
-74.132178,4.661319
-74.116085,4.661949
-74.116557,4.662482
-74.115275,4.662003
-74.119729,4.678959
-74.121889,4.670036
-74.124916,4.67269
-74.123033,4.669735
-74.123655,4.670399
-74.11844,4.680017
-74.058244,4.663006
-74.051769,4.667506
-74.051196,4.676374
-74.05538,4.678563
-74.066346,4.67234
-74.068189,4.6727
-74.052549,4.670375
-74.082701,4.681081
-74.081166,4.68234
-74.077977,4.684757
-74.080148,4.685515
-74.074269,4.687584
-74.083697,4.689996
-74.081149,4.68314
-74.075915,4.686288
-74.066875,4.672209
-74.059538,4.669291
-74.048779,4.758865
-74.049023,4.760856
-74.044738,4.755652
-74.03547,4.748675
-74.072538,4.615715
-74.074903,4.630637
-74.088562,4.61858
-74.076294,4.6411
-74.077064,4.640211
-74.091599,4.653466
-74.069637,4.639057
-74.068251,4.646695
-74.060182,4.648135
-74.067895,4.657824
-74.064697,4.653482
-74.068159,4.657417
-74.053754,4.651761
-74.116964,4.659627
-74.135433,4.658664
-74.123266,4.674861
-74.042069,4.677291
-74.041841,4.681217
-74.036817,4.698835
-74.044023,4.700908
-74.049275,4.732366
-74.083175,4.744339
-74.091433,4.742974
-74.1125,4.67929
-74.120517,4.678198
-74.111878,4.681102
-74.112934,4.682459
-74.095693,4.708793
-74.120938,4.719317
-74.107837,4.706348
-74.109081,4.707179
-74.065616,4.665526
-74.057926,4.662965
-74.053487,4.664887
-74.05133,4.676392
-74.054539,4.677102
-74.066905,4.672172
-74.049352,4.681768
-74.055259,4.696277
-74.047637,4.698089
-74.047115,4.697883
-74.0464,4.697642
-74.055141,4.720928
-74.049248,4.736728
-74.033623,4.726104
-74.103715,4.750683
-74.090267,4.753687
-74.035355,4.748903
-74.10401,4.583132
-74.158427,4.626443
-74.099841,4.620836
-74.104444,4.627363
-74.107387,4.627678
-74.128195,4.637564
-74.106129,4.657162
-74.102433,4.654726
-74.024286,4.75293
-74.02766,4.767633
-74.027399,4.771609
-74.027587,4.768575
-74.030159,4.802716
-74.031301,4.820617
-74.031333,4.820926
-74.030847,4.817769
-74.044451,4.683051
-74.043175,4.698219
-74.05449,4.719091
-74.052981,4.719115
-74.048766,4.737735
-74.07186,4.744299
-74.048793,4.735294
-74.047802,4.705319
-74.064558,4.67061
-74.057961,4.67879
-74.048975,4.676624
-74.070309,4.689751
-74.072799,4.688818
-74.080535,4.686005
-74.080178,4.688651
-74.085225,4.691907
-74.070279,4.700276
-74.077467,4.698516
-74.077945,4.697818
-74.084226,4.696624
-74.062193,4.688381
-74.049999,4.684107
-74.055834,4.680757
-74.080446,4.602646
-74.07363,4.603296
-74.067253,4.604516
-74.06774,4.603538
-74.077737,4.622517
-74.090548,4.620558
-74.071122,4.618438
-74.074602,4.623829
-74.077767,4.617668
-74.076181,4.624012
-74.091501,4.625636
-74.077866,4.628809
-74.069473,4.622046
-74.063318,4.631698
-74.075691,4.642082
-74.082648,4.644121
-74.078999,4.646619
-74.079267,4.643003
-74.07887,4.648613
-74.080745,4.652423
-74.078779,4.649808
-74.06843,4.645732
-74.108679,4.662492
-74.109622,4.665131
-74.106194,4.665891
-74.096769,4.669088
-74.092171,4.667828
-74.047176,4.716602
-74.046152,4.71754
-74.047856,4.697188
-74.068309,4.695583
-74.059336,4.700749
-74.065591,4.701382
-74.048378,4.698354
-74.04542,4.665536
-74.042184,4.681904
-74.04375,4.682738
-74.035078,4.694283
-74.039933,4.696883
-74.033005,4.693816
-74.037294,4.694745
-74.039924,4.697014
-74.046581,4.697697
-74.047343,4.697975
-74.043491,4.694773
-74.07165,4.709417
-74.062021,4.708371
-74.061903,4.722384
-74.053478,4.707326
-74.049673,4.729957
-74.036312,4.765137
-74.026378,4.765826
-74.076108,4.662727
-74.078676,4.64455
-74.0827,4.697713
-74.08144,4.70747
-74.134635,4.641137
-74.051407,4.683233
-74.062322,4.677039
-74.07403,4.666633
-74.101767,4.602697
-74.047283,4.660739
-74.055219,4.697689
-74.051589,4.647708
-74.024196,4.729342
-74.141386,4.609317
-74.027619,4.767216
-74.02775,4.783468
-74.030852,4.81203
-74.029356,4.79251
-74.029889,4.805608
-74.125757,4.696901
-74.093613,4.686726
-74.092245,4.686354
-74.116055,4.711449
-74.092398,4.708256
-74.095043,4.708953
-74.096026,4.708466
-74.092355,4.717472
-74.096783,4.741079
-74.07933,4.667992
-74.087642,4.674345
-74.089121,4.67223
-74.088841,4.672322
-74.089626,4.679315
-74.046449,4.737698
-74.044098,4.738632
-74.092527,4.753442
-74.042578,4.750257
-74.033714,4.748405
-74.02745,4.756219
-74.135038,4.684345
-74.10749,4.692875
-74.121921,4.722304
-74.118377,4.714454
-74.119075,4.714845
-74.10875,4.705058
-74.127321,4.71469
-74.093669,4.711289
-74.086431,4.676853
-74.061423,4.66271
-74.061471,4.661199
-74.051324,4.658898
-74.05044,4.663512
-74.056149,4.666435
-74.052768,4.664589
-74.052897,4.66752
-74.058148,4.668406
-74.052984,4.66473
-74.056835,4.681479
-74.045362,4.683503
-74.086699,4.601438
-74.067214,4.604586
-74.085745,4.616439
-74.067379,4.633551
-74.07869,4.64367
-74.08466,4.650674
-74.102724,4.669516
-74.1014,4.678691
-74.095726,4.671103
-74.112312,4.679112
-74.115597,4.68282
-74.120095,4.687409
-74.124808,4.697832
-74.112185,4.681791
-74.109612,4.68923
-74.108683,4.690832
-74.108185,4.689222
-74.109226,4.68988
-74.093921,4.681315
-74.092856,4.681134
-74.092641,4.682291
-74.095658,4.685982
-74.092724,4.689283
-74.100965,4.689942
-74.100615,4.690104
-74.073065,4.699195
-74.073772,4.69901
-74.063662,4.688786
-74.057504,4.682934
-74.058137,4.683484
-74.058367,4.681303
-74.054465,4.681576
-74.057688,4.68569
-74.05706,4.68677
-74.051364,4.686004
-74.054288,4.696181
-74.047324,4.667584
-74.045056,4.679203
-74.034684,4.700106
-74.046056,4.69815
-74.036658,4.699172
-74.039263,4.688095
-74.039008,4.688667
-74.035559,4.698321
-74.057104,4.68591
-74.052777,4.699036
-74.062756,4.694007
-74.078448,4.647111
-74.054031,4.657085
-74.062951,4.676695
-74.130075,4.646727
-74.160417,4.58663
-74.124068,4.673726
-74.126902,4.670422
-74.114568,4.671654
-74.117561,4.677315
-74.116101,4.674003
-74.106085,4.666005
-74.097136,4.668389
-74.092031,4.668032
-74.107784,4.661112
-74.097895,4.66899
-74.093025,4.66659
-74.11312,4.670964
-74.098627,4.66939
-74.108737,4.679
-74.102534,4.669193
-74.101271,4.674325
-74.101927,4.677954
-74.104593,4.67169
-74.107988,4.680097
-74.117586,4.68764
-74.11747,4.687485
-74.114405,4.684056
-74.117784,4.680629
-74.116787,4.692801
-74.111532,4.680308
-74.111591,4.684681
-74.110093,4.688733
-74.107932,4.689044
-74.033574,4.738558
-74.047742,4.741316
-74.040321,4.729093
-74.046056,4.741366
-74.043967,4.73611
-74.063741,4.749724
-74.034846,4.748825
-74.038077,4.764565
-74.04388,4.764279
-74.034391,4.764256
-74.032128,4.763968
-74.034044,4.760283
-74.032883,4.764054
-74.028985,4.760224
-74.024256,4.746886
-74.104725,4.584521
-74.131495,4.578742
-74.096507,4.605202
-74.115362,4.598022
-74.163831,4.617525
-74.15329,4.616931
-74.143943,4.636858
-74.118853,4.636767
-74.093982,4.611302
-74.07981,4.625462
-74.089204,4.617091
-74.078384,4.647963
-74.050443,4.653878
-74.088404,4.618045
-74.080972,4.627183
-74.136641,4.637522
-74.081754,4.628273
-74.078428,4.647367
-74.078303,4.649075
-74.079102,4.63857
-74.09036,4.615744
-74.082537,4.629644
-74.109035,4.669013
-74.081869,4.698742
-74.094033,4.68858
-74.05741,4.684922
-74.04614,4.664991
-74.072361,4.724438
-74.060093,4.670083
-74.048837,4.662814
-74.080289,4.652336
-74.067664,4.656808
-74.064524,4.655929
-74.060164,4.652885
-74.157032,4.684842
-74.12883,4.66804
-74.126872,4.673775
-74.104309,4.674803
-74.108722,4.678987
-74.119127,4.688019
-74.093337,4.602598
-74.137517,4.630603
-74.104708,4.624662
-74.090363,4.612754
-74.068115,4.593513
-74.089162,4.625481
-74.077307,4.627259
-74.086319,4.656231
-74.08502,4.650246
-74.030079,4.76024
-74.030105,4.75882
-74.028937,4.759556
-74.030925,4.769892
-74.042025,4.674692
-74.040431,4.695707
-74.0387,4.691934
-74.030212,4.695888
-74.042689,4.680218
-74.080722,4.703311
-74.08525,4.712458
-74.074633,4.721623
-74.059595,4.708366
-74.049371,4.702516
-74.049413,4.71871
-74.052849,4.719301
-74.067423,4.647159
-74.055634,4.644718
-74.069151,4.649462
-74.068162,4.649779
-74.066349,4.655904
-74.063567,4.65633
-74.067558,4.657545
-74.054228,4.652722
-74.057401,4.652986
-74.053418,4.654696
-74.057768,4.654843
-74.153985,4.696796
-74.153267,4.696242
-74.161568,4.693054
-74.132903,4.662847
-74.116805,4.662756
-74.118474,4.664608
-74.11862,4.67805
-74.10234,4.69154
-74.098857,4.692172
-74.096757,4.699872
-74.103399,4.693052
-74.041318,4.810042
-74.139081,4.562139
-74.133269,4.691124
-74.141037,4.611994
-74.050977,4.738172
-74.070403,4.725832
-74.049518,4.730813
-74.05058,4.729096
-74.044921,4.720218
-74.045793,4.720338
-74.040908,4.704123
-74.046232,4.737956
-74.034106,4.741144
-74.048808,4.758775
-74.065772,4.750917
-74.089856,4.783877
-74.0314,4.748286
-74.029977,4.764326
-74.032911,4.762117
-74.035992,4.765115
-74.124174,4.651864
-74.058767,4.642276
-74.053019,4.712415
-74.078245,4.623175
-74.08164,4.699704
-74.050658,4.65383
-74.141181,4.609805
-74.057396,4.684995
-74.0764,4.661652
-74.120153,4.679439
-74.05057,4.660951
-74.115073,4.672095
-74.12667,4.649337
-74.092178,4.613986
-74.08193,4.705776
-74.186004,4.607088
-74.185742,4.605584
-74.14435,4.595491
-74.171363,4.614158
-74.095342,4.58631
-74.096109,4.577771
-74.095564,4.599855
-74.091952,4.61254
-74.122563,4.611655
-74.106204,4.608462
-74.136682,4.615658
-74.137555,4.630752
-74.143687,4.65235
-74.068212,4.658447
-74.056005,4.66086
-74.049346,4.660234
-74.083034,4.687965
-74.091756,4.687034
-74.080536,4.682621
-74.079795,4.683204
-74.071062,4.689227
-74.075542,4.693152
-74.063095,4.688635
-74.057614,4.685712
-74.057482,4.686808
-74.056453,4.68952
-74.059986,4.700282
-74.068079,4.695136
-74.134203,4.657565
-74.091358,4.687042
-74.087183,4.692943
-74.069703,4.68945
-74.06829,4.701217
-74.067834,4.695855
-74.066109,4.691778
-74.04604,4.69012
-74.03322,4.693178
-74.03214,4.696572
-74.074674,4.722916
-74.08883,4.740905
-74.043529,4.704069
-74.031989,4.712659
-74.110715,4.752254
-74.095918,4.746506
-74.097306,4.747161
-74.10311,4.66916
-74.100363,4.670597
-74.121753,4.670159
-74.12258,4.670072
-74.118928,4.666926
-74.115115,4.70263
-74.116242,4.70359
-74.107843,4.706351
-74.109016,4.70713
-74.103548,4.704414
-74.103229,4.704273
-74.106447,4.743787
-74.08303,4.675147
-74.058449,4.662723
-74.052872,4.667844
-74.051923,4.669607
-74.089518,4.696622
-74.067366,4.697348
-74.055549,4.706839
-74.055659,4.706824
-74.074246,4.732418
-74.044543,4.70423
-74.037704,4.739255
-74.067814,4.673813
-74.126974,4.66541
-74.105256,4.666767
-74.095761,4.663531
-74.094168,4.66543
-74.121907,4.686444
-74.123307,4.699116
-74.109324,4.689951
-74.107824,4.692284
-74.096104,4.714723
-74.105285,4.714085
-74.100571,4.736137
-74.060296,4.663592
-74.053305,4.668122
-74.065512,4.670635
-74.088618,4.680325
-74.088836,4.695851
-74.062418,4.655923
-74.068913,4.656241
-74.068599,4.655357
-74.054169,4.651092
-74.050311,4.65542
-74.119877,4.678547
-74.118061,4.677141
-74.108111,4.664321
-74.1118,4.678629
-74.111874,4.67668
-74.111567,4.677083
-74.118999,4.688107
-74.133516,4.691041
-74.104732,4.601586
-74.097662,4.61128
-74.097258,4.607852
-74.154037,4.635832
-74.134404,4.614673
-74.107733,4.627709
-74.11631,4.635915
-74.109816,4.627917
-74.095069,4.639591
-74.115496,4.640226
-74.10396,4.655657
-74.127547,4.648704
-74.106926,4.656118
-74.126455,4.649859
-74.114837,4.640915
-74.127209,4.650002
-74.198351,4.606062
-74.093595,4.574707
-74.092073,4.577989
-74.103344,4.581014
-74.099511,4.579995
-74.124974,4.606547
-74.119471,4.60605
-74.121088,4.605835
-74.139287,4.620213
-74.141951,4.654183
-74.153011,4.643741
-74.153782,4.643057
-74.099897,4.634573
-74.131962,4.630165
-74.099791,4.621112
-74.1171,4.638435
-74.135741,4.649469
-74.126161,4.650112
-74.127454,4.648774
-74.052253,4.659523
-74.037848,4.690542
-74.061517,4.677549
-74.03013,4.698124
-74.037705,4.690624
-74.032851,4.700127
-74.055561,4.669494
-74.079761,4.685027
-74.089955,4.696516
-74.048455,4.682925
-74.04745,4.67459
-74.071089,4.706776
-74.063564,4.727814
-74.065671,4.725414
-74.045588,4.763297
-74.106278,4.599191
-74.054531,4.702254
-74.105304,4.672964
-74.06163,4.660157
-74.065307,4.671152
-74.087344,4.614454
-74.067215,4.627436
-74.073251,4.63359
-74.068463,4.624483
-74.079107,4.645386
-74.091193,4.64184
-74.082628,4.643929
-74.076115,4.642165
-74.085904,4.647889
-74.065688,4.644422
-74.059136,4.652752
-74.058516,4.653742
-74.057928,4.654628
-74.059371,4.65234
-74.12709,4.669934
-74.129937,4.676987
-74.104043,4.667831
-74.113546,4.66399
-74.116295,4.685674
-74.122803,4.682725
-74.104925,4.667056
-74.104629,4.675138
-74.106885,4.675363
-74.098441,4.674041
-74.094998,4.677188
-74.105397,4.675871
-74.102536,4.673659
-74.102123,4.673298
-74.113889,4.683219
-74.114146,4.684323
-74.116963,4.681412
-74.116088,4.682538
-74.123724,4.684631
-74.113737,4.684768
-74.124293,4.740355
-74.049219,4.664684
-74.056964,4.673858
-74.083738,4.690046
-74.056792,4.691645
-74.05528,4.696153
-74.030198,4.697732
-74.037142,4.698407
-74.081722,4.75179
-74.113453,4.685056
-74.084834,4.654315
-74.084183,4.653309
-74.063196,4.65152
-74.066041,4.655801
-74.063465,4.649861
-74.140032,4.663515
-74.145128,4.690135
-74.157743,4.685622
-74.106363,4.660231
-74.099335,4.658875
-74.103613,4.675585
-74.11625,4.68587
-74.111801,4.680555
-74.100224,4.689997
-74.081535,4.700146
-74.062526,4.67693
-74.071715,4.725214
-74.061862,4.67686
-74.076051,4.664339
-74.073641,4.667094
-74.047061,4.663429
-74.034116,4.690757
-74.034058,4.69094
-74.05816,4.681845
-74.080994,4.702374
-74.059716,4.677849
-74.073214,4.723392
-74.07377,4.667637
-74.032855,4.700009
-74.057221,4.686077
-74.044612,4.666773
-74.044282,4.668665
-74.073722,4.667693
-74.026322,4.75979
-74.022405,4.744109
-74.028604,4.700767
-74.108807,4.669246
-74.070135,4.671865
-74.03668,4.691349
-74.07519,4.665299
-74.028223,4.784581
-74.027371,4.771851
-74.056126,4.69269
-74.036453,4.683303
-74.08416,4.696971
-74.080345,4.709199
-74.059696,4.677857
-74.026639,4.761166
-74.065012,4.74714
-74.027547,4.768677
-74.030665,4.817225
-74.024261,4.752561
-74.186591,4.610698
-74.16406,4.595963
-74.091898,4.577866
-74.120547,4.604072
-74.117351,4.638098
-74.106271,4.650032
-74.084491,4.597482
-74.074883,4.59697
-74.070538,4.601247
-74.070245,4.59853
-74.06999,4.598953
-74.072207,4.609448
-74.064026,4.614096
-74.089883,4.625557
-74.07536,4.624059
-74.12413,4.67365
-74.121912,4.670016
-74.118681,4.679773
-74.11049,4.667088
-74.106594,4.665509
-74.10949,4.672753
-74.068565,4.63261
-74.083433,4.653839
-74.084596,4.653926
-74.064927,4.640981
-74.062709,4.639445
-74.061988,4.657979
-74.063551,4.650921
-74.140434,4.677262
-74.12168,4.676739
-74.117058,4.675556
-74.097241,4.661595
-74.10073,4.670828
-74.11251,4.679268
-74.100418,4.67126
-74.10461,4.6734
-74.111776,4.680532
-74.036178,4.694643
-74.07404,4.719355
-74.067683,4.717501
-74.044987,4.729742
-74.042774,4.729442
-74.065256,4.747313
-74.033387,4.770138
-74.06145,4.645066
-74.103572,4.653579
-74.137177,4.635081
-74.079782,4.62542
-74.081939,4.706099
-74.099718,4.680544
-74.034583,4.6939
-74.090602,4.626029
-74.088798,4.625449
-74.081968,4.623867
-74.068201,4.640694
-74.061729,4.646753
-74.062573,4.649259
-74.138925,4.67544
-74.129102,4.667717
-74.118419,4.664546
-74.119469,4.665735
-74.132241,4.663906
-74.12128,4.677283
-74.125911,4.672623
-74.11261,4.66507
-74.112318,4.665173
-74.103755,4.675359
-74.10397,4.674893
-74.119695,4.687647
-74.12582,4.695926
-74.108111,4.691694
-74.120375,4.722324
-74.115349,4.684699
-74.123675,4.68354
-74.10821,4.689909
-74.108302,4.689758
-74.108082,4.690209
-74.097562,4.683887
-74.100728,4.701582
-74.096991,4.713863
-74.113242,4.710709
-74.111334,4.704347
-74.078208,4.666351
-74.074687,4.677894
-74.063556,4.660561
-74.072027,4.653122
-74.077366,4.651852
-74.080119,4.652304
-74.077233,4.651748
-74.078908,4.652104
-74.077478,4.651071
-74.06548,4.644287
-74.061839,4.646585
-74.067666,4.656804
-74.064076,4.652009
-74.06318,4.656579
-74.068273,4.657241
-74.120952,4.667402
-74.122026,4.66862
-74.13139,4.666559
-74.125013,4.672572
-74.133937,4.669679
-74.092307,4.667421
-74.093648,4.665687
-74.110735,4.667172
-74.109365,4.668539
-74.102705,4.676896
-74.107464,4.670489
-74.099564,4.669937
-74.103334,4.700145
-74.092671,4.683957
-74.048559,4.736558
-74.048464,4.737095
-74.048396,4.737494
-74.084693,4.746022
-74.037426,4.714192
-74.042077,4.741496
-74.031916,4.72534
-74.030161,4.742618
-74.038337,4.728215
-74.081454,4.752301
-74.061899,4.757739
-74.066858,4.761074
-74.032087,4.748393
-74.145748,4.568344
-74.138987,4.560554
-74.161114,4.588762
-74.098484,4.606047
-74.139348,4.572812
-74.09645,4.608769
-74.072254,4.641461
-74.08433,4.645843
-74.071195,4.650722
-74.06569,4.64029
-74.064821,4.647902
-74.062852,4.650498
-74.060659,4.654339
-74.061177,4.653283
-74.059769,4.655744
-74.108888,4.646771
-74.103019,4.644436
-74.106164,4.650171
-74.113508,4.650052
-74.103153,4.65387
-74.074619,4.619202
-74.069427,4.619544
-74.077846,4.651943
-74.077448,4.651099
-74.071713,4.651373
-74.065024,4.646716
-74.059277,4.651384
-74.054686,4.650272
-74.053599,4.652054
-74.114813,4.663092
-74.121499,4.676779
-74.118271,4.680175
-74.123643,4.674418
-74.121225,4.677356
-74.111746,4.665129
-74.14174,4.607876
-74.129539,4.586214
-74.128764,4.578355
-74.128113,4.570538
-74.079693,4.710433
-74.080185,4.709509
-74.075318,4.665807
-74.074648,4.724396
-74.115665,4.508784
-74.102906,4.601741
-74.105869,4.599497
-74.079674,4.634047
-74.142625,4.580492
-74.108571,4.669299
-74.116491,4.68189
-74.114429,4.68403
-74.133077,4.690649
-74.125183,4.684664
-74.124353,4.698273
-74.097986,4.741542
-74.093709,4.711196
-74.080045,4.669008
-74.074219,4.659346
-74.080835,4.670181
-74.060752,4.665552
-74.049602,4.660478
-74.054109,4.660765
-74.053674,4.66611
-74.052633,4.668075
-74.05362,4.665146
-74.06746,4.67618
-74.05308,4.674564
-74.056849,4.670756
-74.09352,4.718318
-74.061783,4.662006
-74.064358,4.661903
-74.064723,4.666716
-74.062684,4.668898
-74.060707,4.66826
-74.064394,4.66622
-74.068326,4.672539
-74.062635,4.669244
-74.063063,4.672435
-74.066447,4.669535
-74.065941,4.670129
-74.066544,4.676879
-74.0711,4.689604
-74.087353,4.690087
-74.072877,4.694967
-74.090581,4.694123
-74.132982,4.643231
-74.128477,4.647695
-74.138177,4.612657
-74.101213,4.584932
-74.12499,4.576676
-74.109392,4.610099
-74.108633,4.59717
-74.101475,4.609001
-74.124818,4.604915
-74.1635,4.62226
-74.165312,4.625579
-74.16585,4.626257
-74.138082,4.635734
-74.139122,4.625896
-74.167426,4.640343
-74.096258,4.625767
-74.122739,4.628635
-74.117077,4.638457
-74.122516,4.639659
-74.102967,4.654111
-74.080014,4.596687
-74.074997,4.600488
-74.069186,4.602829
-74.117798,4.576139
-74.128691,4.60998
-74.13255,4.603716
-74.108501,4.598111
-74.16415,4.621884
-74.137481,4.631447
-74.137721,4.629442
-74.162204,4.635154
-74.139993,4.630465
-74.141072,4.654733
-74.140279,4.655368
-74.136421,4.639875
-74.148944,4.650403
-74.131335,4.629532
-74.117194,4.638243
-74.092065,4.608703
-74.102838,4.644659
-74.091339,4.609638
-74.064676,4.62483
-74.086039,4.655821
-74.060528,4.655214
-74.118729,4.689067
-74.061709,4.66196
-74.136567,4.615523
-74.154212,4.634985
-74.141304,4.654805
-74.142634,4.653565
-74.141377,4.638946
-74.141083,4.639532
-74.136765,4.648528
-74.138898,4.656707
-74.122435,4.622242
-74.123351,4.626855
-74.124087,4.629347
-74.110973,4.622053
-74.109046,4.627851
-74.126552,4.650119
-74.114366,4.649637
-74.096417,4.638675
-74.10528,4.655759
-74.105756,4.650699
-74.07465,4.633851
-74.069351,4.654153
-74.060642,4.65657
-74.056154,4.652548
-74.058218,4.657993
-74.050472,4.655447
-74.159947,4.686569
-74.156076,4.683623
-74.122539,4.675656
-74.123649,4.674407
-74.067668,4.662062
-74.063266,4.65929
-74.060407,4.661051
-74.066532,4.664053
-74.059181,4.664175
-74.111358,4.681246
-74.111984,4.680764
-74.107771,4.688931
-74.1099,4.686046
-74.109789,4.685739
-74.100504,4.690256
-74.099489,4.692687
-74.105983,4.69553
-74.094058,4.710701
-74.088448,4.659937
-74.088522,4.673248
-74.07559,4.669432
-74.085071,4.676636
-74.051106,4.66474
-74.074713,4.687239
-74.078211,4.683068
-74.062902,4.684191
-74.049632,4.685531
-74.050109,4.68033
-74.051088,4.722483
-74.028697,4.708202
-74.047954,4.741492
-74.104768,4.673348
-74.107396,4.670675
-74.029604,4.792798
-74.188544,4.617568
-74.140659,4.595608
-74.1023,4.581549
-74.134598,4.613233
-74.150583,4.617559
-74.131653,4.63035
-74.134291,4.630393
-74.10289,4.704129
-74.105376,4.714174
-74.10025,4.730522
-74.085977,4.677651
-74.089305,4.671703
-74.061265,4.661651
-74.077992,4.682787
-74.087622,4.680529
-74.087836,4.681398
-74.0711,4.699539
-74.086699,4.693731
-74.085019,4.691646
-74.065627,4.690753
-74.05725,4.684629
-74.059738,4.68767
-74.056797,4.686959
-74.051055,4.676642
-74.083482,4.689727
-74.051335,4.686
-74.059136,4.687505
-74.050624,4.683821
-74.06318,4.694685
-74.065065,4.701255
-74.047739,4.679702
-74.040203,4.687538
-74.125559,4.647713
-74.098303,4.700666
-74.147742,4.595315
-74.138182,4.59703
-74.155707,4.596235
-74.144714,4.595435
-74.108733,4.589063
-74.120645,4.60248
-74.131476,4.610946
-74.132794,4.611736
-74.111449,4.592873
-74.148671,4.624383
-74.137249,4.634559
-74.077295,4.641296
-74.069682,4.641925
-74.066128,4.642007
-74.064069,4.639141
-74.064711,4.648531
-74.067849,4.648895
-74.111,4.667319
-74.132918,4.68731
-74.109974,4.69877
-74.113186,4.700978
-74.093991,4.696883
-74.09983,4.701922
-74.097685,4.700157
-74.11506,4.70258
-74.117318,4.716252
-74.110504,4.702582
-74.107838,4.708555
-74.10715,4.705995
-74.108711,4.70621
-74.093701,4.716583
-74.092546,4.743582
-74.070007,4.667303
-74.075166,4.675304
-74.107991,4.564866
-74.128403,4.586438
-74.179801,4.597519
-74.175531,4.613926
-74.124494,4.590123
-74.10569,4.579884
-74.106224,4.579634
-74.111191,4.64445
-74.117571,4.638186
-74.086835,4.645741
-74.098757,4.659618
-74.105035,4.69521
-74.151899,4.595748
-74.142467,4.653521
-74.117157,4.638277
-74.068694,4.604026
-74.073238,4.633587
-74.081446,4.687167
-74.052369,4.713592
-74.05178,4.717413
-74.04659,4.748639
-74.05844,4.662736
-74.054612,4.667491
-74.063238,4.67121
-74.066588,4.66937
-74.065154,4.670249
-74.048651,4.672522
-74.051231,4.678145
-74.047921,4.679344
-74.090414,4.685403
-74.091616,4.696907
-74.089499,4.695826
-74.049262,4.680598
-74.057098,4.686568
-74.031676,4.701822
-74.052495,4.713577
-74.062106,4.722475
-74.062663,4.736584
-74.074577,4.727852
-74.08396,4.74067
-74.0866,4.693149
-74.090076,4.694663
-74.071292,4.697096
-74.071434,4.698156
-74.064842,4.68053
-74.063771,4.681962
-74.067716,4.68969
-74.06704,4.689686
-74.068784,4.689576
-74.048759,4.682896
-74.056537,4.686371
-74.050138,4.697057
-74.067512,4.694195
-74.069183,4.697666
-74.056022,4.691876
-74.043052,4.67546
-74.041919,4.679036
-74.043174,4.679492
-74.04425,4.675042
-74.037796,4.693451
-74.04229,4.688465
-74.041275,4.687945
-74.039223,4.687032
-74.045,4.683317
-74.085664,4.712771
-74.123736,4.644117
-74.124104,4.64478
-74.124377,4.645984
-74.124791,4.646876
-74.125471,4.647831
-74.103971,4.64663
-74.096696,4.636551
-74.108274,4.647558
-74.105635,4.656388
-74.105442,4.656048
-74.106224,4.657311
-74.133539,4.611995
-74.187058,4.613889
-74.151479,4.571949
-74.137143,4.596969
